delivery_id,order_id,order_item,expected_delivery_time_min,actual_delivery_time_min,delivery_item,distance_km
DEL202503022525,ORD202503022525,1,31,42,1,5.8
DEL202503019242,ORD202503019242,1,34,44,1,2.2
DEL202503000916,ORD202503000916,7,40,38,5,2.7
DEL202503014123,ORD202503014123,4,42,44,4,7
DEL202503009757,ORD202503009757,5,34,48,5,6.3
DEL202503012404,ORD202503012404,6,41,55,8,6.3
DEL202503010081,ORD202503010081,1,41,44,1,1.6
DEL202503024871,ORD202503024871,,39,,,2
DEL202503022939,ORD202503022939,2,30,46,2,5.5
DEL202503010898,ORD202503010898,8,34,41,8,2.2
DEL202503001746,ORD202503001746,6,40,35,6,4.5
DEL202503006134,ORD202503006134,2,39,44,2,4.8
DEL202503007429,ORD202503007429,2,34,31,2,5.6
DEL202503010557,ORD202503010557,8,45,37,8,4.3
DEL202503014380,ORD202503014380,6,36,33,6,8
DEL202503006066,ORD202503006066,,37,,,2.8
DEL202503019629,ORD202503019629,2,43,43,2,2.4
DEL202503020445,ORD202503020445,8,43,33,8,7.1
DEL202503017078,ORD202503017078,4,45,37,4,5.4
DEL202503009521,ORD202503009521,8,44,46,8,3.7
DEL202503011770,ORD202503011770,6,33,36,6,5.2
DEL202503017266,ORD202503017266,11,40,38,11,5.3
DEL202503009629,ORD202503009629,6,34,41,6,6.1
DEL202503009999,ORD202503009999,5,44,34,5,6.8
DEL202503003291,ORD202503003291,3,35,28,3,6.2
DEL202503008454,ORD202503008454,12,39,35,12,1.6
DEL202503012613,ORD202503012613,2,33,29,1,3.7
DEL202503007073,ORD202503007073,3,35,38,3,2.7
DEL202503023604,ORD202503023604,6,34,37,6,5.2
DEL202503005333,ORD202503005333,3,44,55,3,7.2
DEL202503018333,ORD202503018333,4,39,41,4,2.1
DEL202503007314,ORD202503007314,10,42,30,10,2.5
DEL202503023416,ORD202503023416,4,40,44,4,7.6
DEL202503018834,ORD202503018834,7,45,32,7,5.2
DEL202503007500,ORD202503007500,2,30,52,2,3.7
DEL202503023605,ORD202503023605,11,36,42,11,4.9
DEL202503010446,ORD202503010446,,36,,,5.7
DEL202503002635,ORD202503002635,7,45,25,7,4.5
DEL202503011871,ORD202503011871,5,36,38,5,7.5
DEL202503010840,ORD202503010840,5,30,41,5,3.9
DEL202503006956,ORD202503006956,7,43,33,5,7.2
DEL202503010823,ORD202503010823,3,44,40,3,2.4
DEL202503013908,ORD202503013908,4,32,31,4,7.3
DEL202503021897,ORD202503021897,5,37,46,5,3.7
DEL202503017777,ORD202503017777,6,42,38,6,1.9
DEL202503016532,ORD202503016532,2,44,32,1,2.6
DEL202503004229,ORD202503004229,7,45,43,6,1.7
DEL202503004790,ORD202503004790,1,45,32,1,5.2
DEL202503009559,ORD202503009559,4,43,40,4,4.7
DEL202503024196,ORD202503024196,6,34,40,6,2
DEL202503021362,ORD202503021362,4,33,34,4,6.9
DEL202503012480,ORD202503012480,,35,,,5.8
DEL202503006393,ORD202503006393,2,30,31,1,7.8
DEL202503016109,ORD202503016109,3,37,25,3,6.7
DEL202503008435,ORD202503008435,5,39,29,5,7.1
DEL202503020702,ORD202503020702,3,31,55,3,3.5
DEL202503017031,ORD202503017031,4,42,33,4,7.9
DEL202503011674,ORD202503011674,4,39,55,4,2.8
DEL202503021359,ORD202503021359,4,42,25,4,1.6
DEL202503021008,ORD202503021008,3,40,40,3,6.9
DEL202503006621,ORD202503006621,11,30,32,11,5.8
DEL202503007355,ORD202503007355,4,30,44,4,2.9
DEL202503013224,ORD202503013224,3,39,26,4,1.5
DEL202503007742,ORD202503007742,4,37,47,6,3.1
DEL202503015803,ORD202503015803,,38,,,7.7
DEL202503017495,ORD202503017495,7,38,39,7,5.5
DEL202503023821,ORD202503023821,5,30,35,3,2.1
DEL202503018098,ORD202503018098,5,33,49,5,2.9
DEL202503004932,ORD202503004932,3,39,32,3,5.4
DEL202503017610,ORD202503017610,5,45,25,6,4.4
DEL202503023932,ORD202503023932,2,30,41,2,3.5
DEL202503008408,ORD202503008408,2,40,38,2,7.9
DEL202503001384,ORD202503001384,7,36,30,7,3.2
DEL202503017139,ORD202503017139,3,35,38,3,1.3
DEL202503007666,ORD202503007666,7,37,52,7,5.2
DEL202503020085,ORD202503020085,6,38,46,6,2.4
DEL202503017917,ORD202503017917,2,31,40,2,4
DEL202503006713,ORD202503006713,2,42,38,4,5
DEL202503024298,ORD202503024298,1,31,52,1,5
DEL202503023710,ORD202503023710,3,43,36,3,5.5
DEL202503012218,ORD202503012218,,37,,,6.7
DEL202503016072,ORD202503016072,3,43,49,5,3.2
DEL202503001464,ORD202503001464,,45,,,6.5
DEL202503008418,ORD202503008418,6,34,36,6,1.6
DEL202503000202,ORD202503000202,4,33,53,4,2.1
DEL202503013177,ORD202503013177,11,37,35,11,4.8
DEL202503000621,ORD202503000621,,40,,,5.9
DEL202503022909,ORD202503022909,,42,,,4.7
DEL202503003873,ORD202503003873,7,43,35,9,6.8
DEL202503000905,ORD202503000905,4,38,25,4,1.2
DEL202503004362,ORD202503004362,3,37,50,3,1.2
DEL202503005645,ORD202503005645,6,44,32,6,6.3
DEL202503016656,ORD202503016656,4,45,38,4,4.2
DEL202503013229,ORD202503013229,6,32,38,6,7.6
DEL202503008124,ORD202503008124,10,43,42,10,7
DEL202503010844,ORD202503010844,2,42,34,4,6
DEL202503022000,ORD202503022000,2,42,35,2,6.1
DEL202503000676,ORD202503000676,8,30,41,8,6.1
DEL202503013970,ORD202503013970,5,35,47,5,6.3
DEL202503003411,ORD202503003411,1,41,37,1,3.9
DEL202503000608,ORD202503000608,10,42,38,10,3.9
DEL202503003707,ORD202503003707,5,33,39,5,1.8
DEL202503019345,ORD202503019345,,39,,,6.9
DEL202503023719,ORD202503023719,3,38,38,3,3.2
DEL202503018144,ORD202503018144,4,45,43,4,2.2
DEL202503016046,ORD202503016046,2,38,48,1,1.5
DEL202503019912,ORD202503019912,,41,,,5.3
DEL202503005825,ORD202503005825,3,32,44,3,6.9
DEL202503001564,ORD202503001564,4,39,47,4,6.7
DEL202503024207,ORD202503024207,1,40,39,3,3.4
DEL202503002699,ORD202503002699,2,35,30,2,1.7
DEL202503002966,ORD202503002966,3,44,43,3,5.3
DEL202503008123,ORD202503008123,3,39,45,3,4.7
DEL202503020032,ORD202503020032,2,38,28,1,4.5
DEL202503002739,ORD202503002739,5,44,38,5,7.8
DEL202503010241,ORD202503010241,4,41,32,4,5.4
DEL202503016196,ORD202503016196,2,40,33,4,7.1
DEL202503020604,ORD202503020604,3,31,42,3,7.6
DEL202503019562,ORD202503019562,8,43,39,8,4.9
DEL202503001106,ORD202503001106,3,45,36,3,2.5
DEL202503005239,ORD202503005239,6,33,30,6,3.3
DEL202503006873,ORD202503006873,8,34,25,8,5.4
DEL202503012534,ORD202503012534,2,36,40,2,1
DEL202503020394,ORD202503020394,,35,,,1.5
DEL202503007157,ORD202503007157,7,31,39,8,7.8
DEL202503015492,ORD202503015492,,36,,,4.2
DEL202503021459,ORD202503021459,3,38,40,3,7.2
DEL202503013038,ORD202503013038,6,44,29,6,3
DEL202503000090,ORD202503000090,6,41,30,6,1.6
DEL202503011777,ORD202503011777,3,35,40,3,2.5
DEL202503005171,ORD202503005171,3,39,40,3,2.4
DEL202503021398,ORD202503021398,2,40,34,2,5.7
DEL202503015263,ORD202503015263,,45,,,2.6
DEL202503022606,ORD202503022606,2,37,41,2,3.5
DEL202503022871,ORD202503022871,5,44,47,3,4.3
DEL202503018151,ORD202503018151,3,30,25,3,4.8
DEL202503002960,ORD202503002960,8,35,48,8,5.1
DEL202503001504,ORD202503001504,9,34,29,10,2.4
DEL202503016089,ORD202503016089,4,33,30,4,3.4
DEL202503015040,ORD202503015040,6,38,27,6,7.7
DEL202503024144,ORD202503024144,2,37,41,2,5.2
DEL202503015607,ORD202503015607,3,34,29,3,2.5
DEL202503013642,ORD202503013642,5,38,32,5,4.9
DEL202503019638,ORD202503019638,7,41,48,7,7.7
DEL202503000926,ORD202503000926,3,39,25,4,2.9
DEL202503014772,ORD202503014772,7,33,38,7,3.9
DEL202503013093,ORD202503013093,4,42,52,4,4.5
DEL202503000893,ORD202503000893,8,37,40,8,1.9
DEL202503018417,ORD202503018417,3,42,36,3,1.7
DEL202503000986,ORD202503000986,1,34,34,1,3.5
DEL202503008171,ORD202503008171,4,34,55,3,7.2
DEL202503009739,ORD202503009739,6,44,46,6,2.1
DEL202503018070,ORD202503018070,5,30,40,5,4
DEL202503003287,ORD202503003287,6,34,33,6,1.9
DEL202503018150,ORD202503018150,3,34,25,4,1.2
DEL202503010686,ORD202503010686,3,30,34,2,2.3
DEL202503021354,ORD202503021354,3,30,45,3,3.7
DEL202503003235,ORD202503003235,6,37,38,6,6.6
DEL202503009157,ORD202503009157,2,41,37,2,7.9
DEL202503000311,ORD202503000311,,45,,,2.3
DEL202503010530,ORD202503010530,6,40,40,6,4.3
DEL202503012758,ORD202503012758,6,35,37,6,4.3
DEL202503023079,ORD202503023079,,44,,,7.5
DEL202503017167,ORD202503017167,6,40,31,8,2.2
DEL202503017055,ORD202503017055,,31,,,3.7
DEL202503003401,ORD202503003401,6,41,34,6,3.9
DEL202503004643,ORD202503004643,6,45,29,6,3
DEL202503016079,ORD202503016079,3,34,34,3,6.6
DEL202503000339,ORD202503000339,2,45,42,2,2
DEL202503013579,ORD202503013579,3,33,36,3,3.6
DEL202503020327,ORD202503020327,9,39,25,9,5.9
DEL202503013495,ORD202503013495,3,38,55,1,6.6
DEL202503024718,ORD202503024718,1,45,34,1,1.9
DEL202503021892,ORD202503021892,3,31,33,3,4.5
DEL202503000180,ORD202503000180,12,39,32,12,3
DEL202503005107,ORD202503005107,1,36,34,1,2.1
DEL202503022149,ORD202503022149,2,38,47,2,5.5
DEL202503021689,ORD202503021689,,42,,,3.3
DEL202503005090,ORD202503005090,8,35,37,8,7.7
DEL202503016363,ORD202503016363,4,40,34,4,5.1
DEL202503012992,ORD202503012992,3,45,31,3,1.1
DEL202503022135,ORD202503022135,2,35,41,2,6.3
DEL202503019239,ORD202503019239,9,35,42,9,2.8
DEL202503009832,ORD202503009832,10,35,37,10,2.1
DEL202503003410,ORD202503003410,5,43,38,5,1.7
DEL202503007325,ORD202503007325,3,44,29,3,4.8
DEL202503013263,ORD202503013263,5,34,25,5,6.5
DEL202503016543,ORD202503016543,4,44,39,3,3.4
DEL202503019923,ORD202503019923,2,34,36,2,2.9
DEL202503009455,ORD202503009455,2,33,38,2,2.2
DEL202503013991,ORD202503013991,,38,,,2.9
DEL202503020100,ORD202503020100,,36,,,6.6
DEL202503005700,ORD202503005700,2,31,50,2,1.9
DEL202503022394,ORD202503022394,2,42,55,2,5.1
DEL202503000546,ORD202503000546,3,38,32,3,1.3
DEL202503004069,ORD202503004069,3,45,42,3,1.8
DEL202503009572,ORD202503009572,4,37,43,4,7
DEL202503013531,ORD202503013531,3,37,37,3,3.4
DEL202503017755,ORD202503017755,5,35,41,5,3.2
DEL202503009105,ORD202503009105,1,42,33,1,6.9
DEL202503011343,ORD202503011343,1,35,28,1,6.2
DEL202503021437,ORD202503021437,3,38,55,5,1.7
DEL202503006583,ORD202503006583,2,39,43,2,2.7
DEL202503000531,ORD202503000531,3,31,40,3,7.2
DEL202503019530,ORD202503019530,4,41,44,4,3.6
DEL202503013606,ORD202503013606,9,30,48,9,4.4
DEL202503013021,ORD202503013021,1,43,45,1,1.6
DEL202503013016,ORD202503013016,,42,,,4.8
DEL202503001971,ORD202503001971,1,37,39,1,6.1
DEL202503019319,ORD202503019319,7,45,37,7,7.7
DEL202503008884,ORD202503008884,2,36,44,2,6.2
DEL202503002043,ORD202503002043,1,38,40,1,3.1
DEL202503013100,ORD202503013100,9,32,40,9,5.7
DEL202503021226,ORD202503021226,5,30,34,5,5.2
DEL202503003262,ORD202503003262,2,33,44,2,4.9
DEL202503024588,ORD202503024588,6,37,54,6,2.6
DEL202503003965,ORD202503003965,4,30,35,4,3
DEL202503008627,ORD202503008627,7,42,25,7,4.3
DEL202503022012,ORD202503022012,9,39,43,9,3.2
DEL202503021723,ORD202503021723,,31,,,4.7
DEL202503017587,ORD202503017587,4,30,41,4,4.4
DEL202503017543,ORD202503017543,2,35,34,2,5.8
DEL202503001636,ORD202503001636,2,42,38,4,2.9
DEL202503021104,ORD202503021104,,30,,,6.9
DEL202503022326,ORD202503022326,11,34,31,11,6.8
DEL202503011740,ORD202503011740,7,45,33,6,6.3
DEL202503003960,ORD202503003960,2,37,25,2,4.6
DEL202503005558,ORD202503005558,4,33,40,4,3.1
DEL202503000079,ORD202503000079,8,32,48,8,6.1
DEL202503011100,ORD202503011100,8,38,44,8,3
DEL202503024303,ORD202503024303,1,42,47,1,3.4
DEL202503022826,ORD202503022826,6,37,51,6,3.3
DEL202503012277,ORD202503012277,4,45,31,4,3.9
DEL202503004542,ORD202503004542,5,44,32,5,1.6
DEL202503004867,ORD202503004867,7,30,55,7,1.4
DEL202503002416,ORD202503002416,3,44,44,3,5.6
DEL202503000714,ORD202503000714,1,36,35,1,7.5
DEL202503008267,ORD202503008267,4,44,48,4,7.3
DEL202503023206,ORD202503023206,2,41,52,1,7.7
DEL202503011190,ORD202503011190,1,34,42,1,3.9
DEL202503024876,ORD202503024876,5,45,36,3,7.3
DEL202503022892,ORD202503022892,5,35,25,5,7.9
DEL202503004482,ORD202503004482,6,43,34,8,3.2
DEL202503015638,ORD202503015638,5,36,29,5,3.8
DEL202503010912,ORD202503010912,2,38,47,2,4.8
DEL202503017117,ORD202503017117,,32,,,6.6
DEL202503007973,ORD202503007973,4,43,35,4,3.1
DEL202503002864,ORD202503002864,7,38,38,7,2.4
DEL202503022371,ORD202503022371,6,34,42,6,6.8
DEL202503023047,ORD202503023047,5,32,44,5,6.2
DEL202503024370,ORD202503024370,6,35,35,6,5
DEL202503018241,ORD202503018241,4,45,38,2,4.5
DEL202503007800,ORD202503007800,1,33,37,1,2
DEL202503014733,ORD202503014733,1,35,44,1,4.3
DEL202503008776,ORD202503008776,7,33,43,7,5.3
DEL202503002579,ORD202503002579,2,30,44,1,5.7
DEL202503013773,ORD202503013773,3,39,33,3,6.8
DEL202503013315,ORD202503013315,1,37,43,1,3.7
DEL202503011569,ORD202503011569,1,43,26,1,5.1
DEL202503005034,ORD202503005034,9,34,35,9,1.2
DEL202503014559,ORD202503014559,3,45,43,3,6.3
DEL202503012474,ORD202503012474,3,34,32,5,3.7
DEL202503021982,ORD202503021982,4,43,40,2,5.1
DEL202503015612,ORD202503015612,5,44,45,5,2.6
DEL202503014463,ORD202503014463,6,31,28,6,4.1
DEL202503020657,ORD202503020657,4,32,47,4,6.6
DEL202503001317,ORD202503001317,6,34,48,4,6.6
DEL202503011385,ORD202503011385,5,32,39,5,7.1
DEL202503023748,ORD202503023748,6,37,44,6,4.6
DEL202503002435,ORD202503002435,5,32,45,5,6.2
DEL202503011331,ORD202503011331,3,34,36,3,7.1
DEL202503011568,ORD202503011568,,38,,,6.2
DEL202503010002,ORD202503010002,10,35,47,10,3.5
DEL202503017756,ORD202503017756,11,35,33,11,1.9
DEL202503011505,ORD202503011505,1,30,36,1,4.8
DEL202503005332,ORD202503005332,1,39,42,1,2.2
DEL202503020705,ORD202503020705,2,32,45,2,7.3
DEL202503017274,ORD202503017274,4,40,44,4,4.6
DEL202503000027,ORD202503000027,3,42,33,3,8
DEL202503016315,ORD202503016315,2,31,37,3,4.1
DEL202503013035,ORD202503013035,7,40,44,7,1.6
DEL202503007169,ORD202503007169,1,34,45,1,3.9
DEL202503008693,ORD202503008693,1,32,48,1,2.6
DEL202503006518,ORD202503006518,4,30,42,4,1
DEL202503023060,ORD202503023060,4,40,37,4,2.3
DEL202503015093,ORD202503015093,7,34,46,7,4.8
DEL202503020814,ORD202503020814,10,45,26,10,4.1
DEL202503002827,ORD202503002827,2,45,42,1,3.1
DEL202503012586,ORD202503012586,3,36,34,3,1.4
DEL202503015341,ORD202503015341,2,33,43,2,1.6
DEL202503013609,ORD202503013609,5,30,51,4,3.1
DEL202503016957,ORD202503016957,,33,,,5.2
DEL202503003348,ORD202503003348,,34,,,7.9
DEL202503013911,ORD202503013911,3,36,40,3,1.5
DEL202503000682,ORD202503000682,7,33,48,7,5.3
DEL202503015531,ORD202503015531,5,30,46,5,3.7
DEL202503000969,ORD202503000969,3,33,44,3,1.5
DEL202503013386,ORD202503013386,1,40,37,1,3.6
DEL202503020752,ORD202503020752,3,38,26,3,5.7
DEL202503012958,ORD202503012958,5,40,35,5,7.8
DEL202503018114,ORD202503018114,9,33,31,9,1.6
DEL202503020904,ORD202503020904,4,44,37,4,4.2
DEL202503003633,ORD202503003633,9,35,45,9,4.8
DEL202503012563,ORD202503012563,8,45,51,8,2
DEL202503012085,ORD202503012085,2,34,27,2,2.5
DEL202503006765,ORD202503006765,4,41,44,4,5.6
DEL202503016938,ORD202503016938,5,33,43,5,6.8
DEL202503022898,ORD202503022898,7,38,45,7,2.3
DEL202503017639,ORD202503017639,3,42,50,3,6.1
DEL202503021011,ORD202503021011,2,38,51,2,1.5
DEL202503011078,ORD202503011078,2,35,55,2,3.2
DEL202503006049,ORD202503006049,7,37,34,7,4.8
DEL202503022650,ORD202503022650,10,33,41,10,4.1
DEL202503017186,ORD202503017186,10,42,25,10,6.2
DEL202503022834,ORD202503022834,3,36,34,3,4.6
DEL202503011320,ORD202503011320,6,32,39,6,6.1
DEL202503016064,ORD202503016064,2,36,50,3,6.5
DEL202503006521,ORD202503006521,5,39,32,5,5.7
DEL202503007651,ORD202503007651,4,31,49,4,7
DEL202503020326,ORD202503020326,2,30,42,2,3.7
DEL202503022876,ORD202503022876,12,38,47,12,4.5
DEL202503023806,ORD202503023806,2,35,48,2,2.1
DEL202503014403,ORD202503014403,4,37,42,4,1.6
DEL202503017699,ORD202503017699,2,32,54,2,4.7
DEL202503024728,ORD202503024728,1,33,40,3,1.7
DEL202503004337,ORD202503004337,8,41,39,10,3.6
DEL202503004215,ORD202503004215,8,40,46,8,7.8
DEL202503013178,ORD202503013178,2,34,41,2,6.3
DEL202503015137,ORD202503015137,6,41,25,6,4.9
DEL202503005138,ORD202503005138,4,33,25,4,7
DEL202503004030,ORD202503004030,6,44,50,6,2.4
DEL202503015092,ORD202503015092,5,44,38,5,1.2
DEL202503012619,ORD202503012619,9,32,25,9,2.5
DEL202503022976,ORD202503022976,5,38,37,5,3.8
DEL202503007718,ORD202503007718,2,44,38,2,7.5
DEL202503005132,ORD202503005132,5,34,38,5,4.4
DEL202503003046,ORD202503003046,11,31,36,11,2.5
DEL202503016582,ORD202503016582,5,42,33,5,3.6
DEL202503012041,ORD202503012041,3,43,39,3,7.8
DEL202503019852,ORD202503019852,9,40,30,9,4
DEL202503016958,ORD202503016958,10,38,29,10,5.5
DEL202503011956,ORD202503011956,3,36,45,3,7.6
DEL202503016703,ORD202503016703,,43,,,7.9
DEL202503010804,ORD202503010804,7,34,55,7,3.7
DEL202503014374,ORD202503014374,8,42,48,8,4.3
DEL202503003962,ORD202503003962,7,36,39,7,3.1
DEL202503009952,ORD202503009952,2,39,45,2,6
DEL202503013057,ORD202503013057,1,44,37,1,4.8
DEL202503005830,ORD202503005830,3,44,49,4,1.9
DEL202503010212,ORD202503010212,5,45,36,5,1.5
DEL202503006703,ORD202503006703,2,32,55,2,5.9
DEL202503017311,ORD202503017311,2,44,41,2,7.9
DEL202503011113,ORD202503011113,3,37,46,3,4.2
DEL202503020061,ORD202503020061,6,41,48,6,1
DEL202503000899,ORD202503000899,5,34,25,5,3.3
DEL202503001346,ORD202503001346,1,35,35,1,4.3
DEL202503005153,ORD202503005153,2,35,42,2,1.6
DEL202503010819,ORD202503010819,9,38,32,9,4.8
DEL202503022114,ORD202503022114,6,42,29,6,6.2
DEL202503011512,ORD202503011512,1,44,25,1,8
DEL202503023527,ORD202503023527,1,36,36,1,4.6
DEL202503001091,ORD202503001091,2,33,50,2,4.2
DEL202503002502,ORD202503002502,1,41,36,1,4.1
DEL202503004632,ORD202503004632,3,41,52,3,6.9
DEL202503018814,ORD202503018814,8,30,39,8,7.4
DEL202503001072,ORD202503001072,4,35,44,4,7.8
DEL202503007453,ORD202503007453,8,32,38,8,3.5
DEL202503022355,ORD202503022355,2,36,25,2,2.1
DEL202503021421,ORD202503021421,4,37,47,4,3.2
DEL202503014168,ORD202503014168,1,37,36,1,1.8
DEL202503003310,ORD202503003310,3,41,42,3,6.3
DEL202503024916,ORD202503024916,1,39,48,1,2.9
DEL202503014943,ORD202503014943,1,36,37,1,3.3
DEL202503000218,ORD202503000218,5,35,55,7,7.3
DEL202503013161,ORD202503013161,1,33,25,1,3
DEL202503022974,ORD202503022974,7,30,25,7,2.7
DEL202503007236,ORD202503007236,4,31,25,4,7.7
DEL202503006499,ORD202503006499,4,44,34,4,4.9
DEL202503023543,ORD202503023543,7,38,25,7,5.7
DEL202503010121,ORD202503010121,,41,,,7.3
DEL202503003933,ORD202503003933,1,36,27,1,2
DEL202503018002,ORD202503018002,5,42,42,5,4.6
DEL202503011735,ORD202503011735,8,30,44,8,1.6
DEL202503023833,ORD202503023833,4,44,39,2,2.7
DEL202503022112,ORD202503022112,7,39,42,7,5.1
DEL202503013003,ORD202503013003,4,39,50,4,3.4
DEL202503005746,ORD202503005746,4,35,44,4,6.3
DEL202503011304,ORD202503011304,3,45,46,3,4.1
DEL202503002388,ORD202503002388,2,37,37,2,7.2
DEL202503018841,ORD202503018841,2,35,43,2,7.1
DEL202503015784,ORD202503015784,2,33,44,4,5.3
DEL202503019339,ORD202503019339,1,32,51,1,3.1
DEL202503012755,ORD202503012755,4,45,28,4,4.7
DEL202503003585,ORD202503003585,3,44,32,5,1
DEL202503017347,ORD202503017347,6,35,37,4,7
DEL202503006847,ORD202503006847,3,30,30,3,4.8
DEL202503001562,ORD202503001562,2,31,34,2,7.4
DEL202503013702,ORD202503013702,5,32,44,5,5.6
DEL202503001547,ORD202503001547,9,41,49,10,4.3
DEL202503005122,ORD202503005122,1,33,32,1,7.9
DEL202503012043,ORD202503012043,3,35,27,3,5.2
DEL202503020257,ORD202503020257,,37,,,6.9
DEL202503023722,ORD202503023722,5,45,52,5,4.9
DEL202503015176,ORD202503015176,6,40,44,7,5.8
DEL202503004153,ORD202503004153,,34,,,3.2
DEL202503001872,ORD202503001872,8,44,42,8,1.7
DEL202503020147,ORD202503020147,8,39,46,8,5.5
DEL202503001229,ORD202503001229,6,43,38,6,6.9
DEL202503015185,ORD202503015185,5,44,45,5,2.2
DEL202503022878,ORD202503022878,3,38,50,3,4
DEL202503007538,ORD202503007538,4,30,43,4,3.6
DEL202503017658,ORD202503017658,7,44,28,7,6.6
DEL202503024459,ORD202503024459,5,44,45,6,4.7
DEL202503018196,ORD202503018196,5,45,49,5,6.6
DEL202503022643,ORD202503022643,6,45,39,6,4.7
DEL202503003251,ORD202503003251,7,42,42,7,4.9
DEL202503014614,ORD202503014614,6,33,47,6,6
DEL202503005151,ORD202503005151,1,45,42,1,6.7
DEL202503008779,ORD202503008779,1,37,46,1,6.8
DEL202503021914,ORD202503021914,2,41,31,2,2.2
DEL202503000549,ORD202503000549,1,40,29,1,6.1
DEL202503000982,ORD202503000982,2,36,48,2,3.3
DEL202503019411,ORD202503019411,3,34,40,3,5.6
DEL202503012289,ORD202503012289,2,33,38,2,1
DEL202503019100,ORD202503019100,3,31,42,3,6.5
DEL202503021781,ORD202503021781,5,45,42,5,2.6
DEL202503018544,ORD202503018544,2,31,43,2,1.1
DEL202503016248,ORD202503016248,3,44,49,3,7.3
DEL202503023415,ORD202503023415,1,45,39,1,1.3
DEL202503004290,ORD202503004290,4,45,25,4,5.1
DEL202503010331,ORD202503010331,5,37,34,3,3.3
DEL202503024250,ORD202503024250,,38,,,4.6
DEL202503006042,ORD202503006042,1,41,33,1,5.4
DEL202503013266,ORD202503013266,6,32,36,6,4.8
DEL202503015913,ORD202503015913,3,33,45,3,4.7
DEL202503007219,ORD202503007219,2,42,34,2,7.5
DEL202503019660,ORD202503019660,2,37,43,2,5.7
DEL202503019578,ORD202503019578,,34,,,2.7
DEL202503006030,ORD202503006030,5,39,29,5,7.6
DEL202503013753,ORD202503013753,3,36,32,4,1.4
DEL202503017148,ORD202503017148,7,36,25,7,7.7
DEL202503021564,ORD202503021564,3,37,37,3,2.6
DEL202503001041,ORD202503001041,8,43,44,10,3.6
DEL202503002693,ORD202503002693,3,38,41,3,7.8
DEL202503013646,ORD202503013646,4,44,38,4,6.9
DEL202503019745,ORD202503019745,2,32,36,2,2.4
DEL202503013778,ORD202503013778,6,43,52,6,1.9
DEL202503011943,ORD202503011943,5,35,46,5,3.4
DEL202503013152,ORD202503013152,8,30,39,9,7.5
DEL202503011813,ORD202503011813,2,32,35,2,3.6
DEL202503004876,ORD202503004876,1,40,32,1,6.9
DEL202503007803,ORD202503007803,9,36,50,9,7.2
DEL202503022163,ORD202503022163,7,42,29,7,7.8
DEL202503002042,ORD202503002042,4,45,55,6,7
DEL202503016726,ORD202503016726,7,31,33,7,1.2
DEL202503024325,ORD202503024325,6,44,46,6,6.1
DEL202503003660,ORD202503003660,,41,,,6.9
DEL202503016282,ORD202503016282,7,33,46,7,6.7
DEL202503008088,ORD202503008088,5,44,48,5,3.3
DEL202503013816,ORD202503013816,3,43,45,3,4
DEL202503021378,ORD202503021378,5,45,37,5,2
DEL202503012420,ORD202503012420,4,37,28,2,4.2
DEL202503021220,ORD202503021220,6,45,50,6,2.8
DEL202503017991,ORD202503017991,3,30,30,3,2.9
DEL202503024885,ORD202503024885,,32,,,6.3
DEL202503015362,ORD202503015362,8,30,43,10,3.8
DEL202503008911,ORD202503008911,4,36,45,4,4.3
DEL202503001948,ORD202503001948,6,40,55,8,6.9
DEL202503009466,ORD202503009466,3,39,51,3,4
DEL202503016350,ORD202503016350,1,42,40,1,4.4
DEL202503011882,ORD202503011882,1,30,33,1,7.9
DEL202503019542,ORD202503019542,6,41,48,4,7.4
DEL202503019076,ORD202503019076,8,42,47,7,4.4
DEL202503006128,ORD202503006128,5,42,44,5,5.5
DEL202503024379,ORD202503024379,3,37,44,3,4
DEL202503012676,ORD202503012676,1,33,39,1,5.4
DEL202503008840,ORD202503008840,10,31,33,10,3
DEL202503024940,ORD202503024940,3,33,25,3,1.4
DEL202503000796,ORD202503000796,7,35,50,7,4.9
DEL202503006940,ORD202503006940,7,41,25,7,3.1
DEL202503003334,ORD202503003334,7,43,42,7,7.9
DEL202503016870,ORD202503016870,6,39,43,6,6.8
DEL202503017220,ORD202503017220,2,36,42,2,3.3
DEL202503009090,ORD202503009090,5,34,34,5,6.6
DEL202503003435,ORD202503003435,5,34,25,5,3.4
DEL202503007443,ORD202503007443,2,44,25,2,6.2
DEL202503003088,ORD202503003088,4,45,33,4,3.6
DEL202503005118,ORD202503005118,6,33,51,6,7.3
DEL202503007435,ORD202503007435,7,36,49,7,3.1
DEL202503019438,ORD202503019438,1,33,25,1,6.7
DEL202503003856,ORD202503003856,6,43,36,8,7.1
DEL202503022996,ORD202503022996,2,33,27,2,4.3
DEL202503002209,ORD202503002209,,38,,,3.6
DEL202503011655,ORD202503011655,13,35,32,13,1.8
DEL202503006353,ORD202503006353,2,35,37,2,2.3
DEL202503006627,ORD202503006627,5,40,44,5,2.4
DEL202503011577,ORD202503011577,7,38,34,7,1.1
DEL202503017410,ORD202503017410,5,42,25,5,7.5
DEL202503023943,ORD202503023943,1,39,42,1,1
DEL202503002406,ORD202503002406,1,42,34,1,3.1
DEL202503021613,ORD202503021613,4,42,40,2,3.4
DEL202503006352,ORD202503006352,2,30,49,1,3.8
DEL202503014810,ORD202503014810,4,37,47,4,1
DEL202503011801,ORD202503011801,2,32,38,2,3.5
DEL202503009089,ORD202503009089,3,30,36,3,5.6
